Date,Open,High,Low,Close,Adj Close,Volume
6/24/1970,12.29087,12.535851,12.189293,12.189293,2.809876,1129680
6/25/1970,12.272945,12.523901,12.272945,12.332696,2.842932,1640128
6/26/1970,12.332696,12.476099,12.201243,12.308795,2.837422,895376
6/29/1970,12.308795,12.428298,12.165392,12.308795,2.837422,901652
6/30/1970,12.308795,12.416348,11.950287,11.950287,2.754779,1146416
7/1/1970,11.950287,12.177342,11.944312,12.141491,2.798856,813788
7/2/1970,12.141491,12.201243,11.950287,11.986138,2.763045,790776
7/6/1970,11.968212,11.968212,11.66348,11.68738,2.694176,861904
7/7/1970,11.68738,11.818834,11.567878,11.591778,2.672136,1004160
7/8/1970,11.639579,12.06979,11.639579,12.06979,2.782328,1257292
7/9/1970,12.06979,12.237094,11.974187,12.153442,2.801611,968596
7/10/1970,12.153442,12.165392,11.890535,11.962237,2.757536,621324
7/13/1970,11.962237,12.045889,11.711281,11.842734,2.729987,870272
7/14/1970,11.842734,12.033939,11.842734,12.010038,2.768554,761488
7/15/1970,12.010038,12.09369,11.950287,12.045889,2.776819,893284
7/16/1970,12.057839,12.213193,12.057839,12.141491,2.798856,1052276
7/17/1970,12.225143,12.428298,12.225143,12.404398,2.859462,1320052
7/20/1970,12.404398,12.547801,12.320746,12.332696,2.842932,1158968
7/21/1970,12.332696,12.344646,12.249044,12.320746,2.840178,504172
7/22/1970,12.320746,12.380497,12.123566,12.141491,2.798856,1050184
7/23/1970,12.141491,12.356597,12.117591,12.284895,2.831914,1209176
7/24/1970,12.237094,12.237094,12.09369,12.129541,2.796101,809604
7/27/1970,12.129541,12.189293,12.010038,12.105641,2.790592,441412
7/28/1970,12.105641,12.129541,12.010038,12.08174,2.785082,629692
7/29/1970,12.08174,12.141491,12.057839,12.06979,2.782328,705004
7/30/1970,12.06979,12.177342,12.06979,12.117591,2.793347,658980
7/31/1970,12.105641,12.105641,12.004063,12.057839,2.792794,638060
8/3/1970,12.039914,12.039914,11.86066,11.914436,2.759578,755212
8/4/1970,11.914436,11.974187,11.806883,11.962237,2.77065,843076
8/5/1970,11.962237,11.986138,11.914436,11.938337,2.765115,351456
8/6/1970,11.938337,11.938337,11.830784,11.878585,2.751274,437228
8/7/1970,11.878585,11.902486,11.711281,11.735182,2.71806,755212
8/10/1970,11.735182,11.735182,11.400574,11.496176,2.662703,1198716
8/11/1970,11.460325,11.460325,11.293021,11.388623,2.637791,776132
8/12/1970,11.26912,11.26912,11.018164,11.02414,2.553373,1286580
8/13/1970,10.994264,10.994264,10.456501,10.659656,2.468952,3395316
8/14/1970,10.755258,10.988289,10.755258,10.988289,2.545067,1156876
8/17/1970,10.988289,11.24522,10.874761,11.24522,2.604576,805420
8/18/1970,11.25717,11.484226,11.25717,11.460325,2.654399,1228004
8/19/1970,11.460325,11.603728,11.412524,11.460325,2.654399,730108
8/20/1970,11.460325,11.699331,11.281071,11.699331,2.709758,914204
8/21/1970,11.699331,11.950287,11.65153,11.914436,2.759578,1131772
8/24/1970,12.141491,12.559751,12.141491,12.559751,2.909042,2190324
8/25/1970,12.559751,12.810707,12.428298,12.619503,2.922884,1690336
8/26/1970,12.619503,12.90631,12.571702,12.607553,2.920116,1152692
8/27/1970,12.607553,12.798757,12.464149,12.679254,2.936722,893284
8/28/1970,12.679254,12.978011,12.679254,12.966061,3.003152,956044
8/31/1970,12.882409,12.882409,12.727055,12.727055,2.947794,589944
9/1/1970,12.679254,12.679254,12.476099,12.613528,2.921501,857720
9/2/1970,12.613528,12.619503,12.392447,12.619503,2.922884,859812
9/3/1970,12.703155,12.91826,12.703155,12.894359,2.986546,868180
9/4/1970,12.894359,13.097514,12.870459,13.001912,3.011455,817972
9/8/1970,13.001912,13.145315,12.762906,13.145315,3.04467,979056
9/9/1970,13.145315,13.228967,12.91826,13.049713,3.022527,1020896
9/10/1970,12.942161,12.942161,12.810707,12.822658,2.969938,797052
9/11/1970,12.822658,12.954111,12.822658,12.846558,2.975472,518816
9/14/1970,12.846558,12.93021,12.643403,12.715105,2.945027,834708
9/15/1970,12.715105,12.739006,12.583652,12.733031,2.949178,525092
9/16/1970,12.733031,12.978011,12.72108,12.954111,3.000385,596220
9/17/1970,13.049713,13.240918,13.049713,13.217017,3.061278,807512
9/18/1970,13.252868,13.611377,13.252868,13.396272,3.102795,882824
9/21/1970,13.396272,13.402247,13.085564,13.169216,3.050205,935124
9/22/1970,13.157266,13.157266,12.978011,13.061663,3.025294,688268
9/23/1970,13.085564,13.432122,13.085564,13.432122,3.111098,1297040
9/24/1970,13.479924,13.790631,13.479924,13.790631,3.194136,1543896
9/25/1970,13.790631,13.922084,13.718929,13.790631,3.194136,884916
9/28/1970,13.790631,13.957935,13.718929,13.862333,3.210743,516724
9/29/1970,13.862333,13.993786,13.671128,13.945985,3.23012,801236
9/30/1970,13.945985,14.125239,13.934034,13.945985,3.23012,893284
10/1/1970,13.945985,14.196941,13.945985,14.196941,3.288246,518816
10/2/1970,14.232792,14.388145,14.232792,14.304493,3.313155,1018804
10/5/1970,14.364245,14.722753,14.364245,14.663002,3.396192,765672
10/6/1970,14.674952,14.806405,14.674952,14.680927,3.400345,853536
10/7/1970,14.674952,14.674952,14.412046,14.615201,3.385121,728016
10/8/1970,14.57935,14.57935,14.244742,14.256692,3.302084,807512
10/9/1970,14.256692,14.268642,14.053537,14.155115,3.278555,801236
10/12/1970,14.089388,14.089388,13.790631,13.874283,3.213511,640152
10/13/1970,13.874283,14.005736,13.671128,13.957935,3.232887,579484
10/14/1970,13.957935,14.089388,13.874283,13.934034,3.227351,368192
10/15/1970,13.934034,14.095363,13.934034,14.005736,3.24396,441412
10/16/1970,14.005736,14.029637,13.862333,13.898184,3.219049,648520
10/19/1970,13.706979,13.706979,13.527725,13.599426,3.149849,801236
10/20/1970,13.599426,13.957935,13.599426,13.916109,3.223197,535552
10/21/1970,13.916109,14.125239,13.802581,13.808556,3.198289,592036
10/22/1970,13.808556,13.838432,13.683078,13.76673,3.188599,399572
10/23/1970,13.802581,14.113289,13.802581,14.101338,3.266101,418400
10/26/1970,14.089388,14.089388,13.814532,13.850382,3.207975,412124
10/27/1970,13.850382,13.910134,13.814532,13.910134,3.221816,468608
10/28/1970,13.910134,14.208891,13.838432,14.17304,3.282708,571116
10/29/1970,14.196941,14.340344,14.196941,14.268642,3.304849,792868
10/30/1970,14.196941,14.196941,14.005736,14.053537,3.268167,623416
11/2/1970,14.053537,14.328394,13.993786,14.328394,3.332087,721740
11/3/1970,14.328394,14.376195,14.155115,14.155115,3.29179,566932
11/4/1970,14.16109,14.364245,14.16109,14.16109,3.293179,476976
11/5/1970,14.16109,14.17304,13.981836,13.987811,3.252884,575300
11/6/1970,13.987811,14.053537,13.934034,14.053537,3.268167,600404
11/9/1970,14.113289,14.292543,14.113289,14.220841,3.307074,953952
11/10/1970,14.256692,14.340344,14.256692,14.292543,3.323749,702912
11/11/1970,14.292543,14.483748,14.208891,14.208891,3.304294,834708
11/12/1970,14.208891,14.268642,14.16109,14.202916,3.302904,803328
11/13/1970,14.14914,14.14914,14.005736,14.011711,3.258443,707096
11/16/1970,14.011711,14.017686,13.790631,14.017686,3.259829,815880
11/17/1970,14.017686,14.113289,13.969885,13.999761,3.255661,418400
11/18/1970,13.981836,13.981836,13.862333,13.886233,3.22926,638060
11/19/1970,13.886233,14.005736,13.862333,13.910134,3.23482,525092
11/20/1970,13.910134,14.18499,13.898184,14.17304,3.295957,569024
11/23/1970,14.196941,14.364245,14.196941,14.292543,3.323749,937216
11/24/1970,14.292543,14.340344,14.113289,14.340344,3.334865,809604
11/25/1970,14.340344,14.376195,14.232792,14.292543,3.323749,985332
11/27/1970,14.292543,14.746654,14.268642,14.746654,3.429353,1048092
11/30/1970,14.746654,14.770554,14.5913,14.686902,3.415459,951860
12/1/1970,14.686902,14.770554,14.639101,14.722753,3.423795,880732
12/2/1970,14.722753,15.021511,14.710803,15.00956,3.490493,1188256
12/3/1970,15.00956,15.057361,14.830306,14.890057,3.4627,1104576
12/4/1970,14.890057,15.045411,14.770554,14.902008,3.465481,847260
12/7/1970,14.902008,15.105163,14.866157,15.105163,3.512723,759396
12/8/1970,15.105163,15.260516,15.045411,15.117113,3.515503,1006252
12/9/1970,15.117113,15.200765,15.033461,15.164914,3.526619,794960
12/10/1970,15.164914,15.290392,15.152964,15.176864,3.529399,730108
12/11/1970,15.176864,15.248566,15.152964,15.152964,3.523839,640152
12/14/1970,15.141013,15.141013,14.842256,14.854207,3.454365,694544
12/15/1970,14.854207,14.890057,14.80043,14.866157,3.457144,621324
12/16/1970,14.866157,15.00956,14.854207,14.961759,3.479376,514632
12/17/1970,14.961759,15.093212,14.961759,14.961759,3.479376,592036
12/18/1970,14.961759,15.141013,14.961759,15.081262,3.507166,633876
12/21/1970,15.081262,15.212715,15.033461,15.164914,3.526619,525092
12/22/1970,15.164914,15.236616,15.075287,15.105163,3.512723,717556
12/23/1970,15.105163,15.141013,14.866157,14.937859,3.473818,1525068
12/24/1970,14.949809,15.093212,14.949809,15.057361,3.501607,665256
12/28/1970,15.105163,15.224665,15.105163,15.224665,3.540514,407940
12/29/1970,15.224665,15.320268,15.152964,15.308317,3.559967,742660
12/30/1970,15.308317,15.332218,15.248566,15.272467,3.551628,447688
12/31/1970,15.272467,15.284417,15.129063,15.188815,3.532177,550196
1/4/1971,15.141013,15.141013,14.925908,14.961759,3.479376,562748
1/5/1971,14.961759,15.212715,14.890057,15.117113,3.515503,589944
1/6/1971,15.117113,15.320268,15.105163,15.200765,3.534957,510448
1/7/1971,15.200765,15.272467,15.093212,15.117113,3.515503,579484
1/8/1971,15.117113,15.141013,15.00956,15.033461,3.496051,598312
1/11/1971,15.00956,15.00956,14.830306,14.937859,3.473818,1029264
1/12/1971,14.937859,15.129063,14.925908,15.093212,3.509945,675716
1/13/1971,15.093212,15.188815,15.081262,15.087237,3.508554,941400
1/14/1971,15.087237,15.105163,14.973709,15.033461,3.496051,658980
1/15/1971,15.033461,15.057361,14.818356,14.818356,3.446028,753120
1/18/1971,14.866157,14.99761,14.866157,14.902008,3.465481,560656
1/19/1971,14.902008,15.00956,14.902008,14.949809,3.476595,663164
1/20/1971,14.949809,15.045411,14.913958,15.045411,3.498829,441412
1/21/1971,15.045411,15.105163,14.98566,15.081262,3.507166,573208
1/22/1971,15.111138,15.188815,15.111138,15.129063,3.518284,851444
1/25/1971,15.380019,15.380019,15.117113,15.380019,3.576643,1119220
1/26/1971,15.439771,15.666826,15.439771,15.583174,3.623886,1018804
1/27/1971,15.583174,15.583174,15.272467,15.41587,3.584982,962320
1/28/1971,15.344168,15.344168,15.152964,15.176864,3.529399,744752
1/29/1971,15.212715,15.559273,15.212715,15.559273,3.618329,711280
2/1/1971,15.559273,15.678776,15.535373,15.642925,3.637782,642244
2/2/1971,15.642925,15.714627,15.571224,15.666826,3.643338,767764
2/3/1971,15.666826,15.738528,15.607075,15.708652,3.653068,485344
2/4/1971,15.708652,15.82218,15.630975,15.798279,3.673909,621324
2/5/1971,15.798279,16.132887,15.690727,16.085087,3.755378,820064
2/8/1971,16.085087,16.336042,15.893881,16.28824,3.80281,719648
2/9/1971,16.28824,16.312141,16.168737,16.180689,3.777698,673624
2/10/1971,16.156788,16.156788,15.977533,16.120937,3.763746,648520
2/11/1971,16.120937,16.228489,16.097036,16.192638,3.780491,579484
2/12/1971,16.192638,16.228489,16.132887,16.228489,3.788859,382836
2/16/1971,16.228489,16.419695,16.192638,16.330067,3.812573,684084
2/17/1971,16.270315,16.270315,16.049234,16.085087,3.755378,652704
2/18/1971,16.085087,16.120937,15.738528,15.738528,3.674468,822156
2/19/1971,15.738528,15.858031,15.630975,15.690727,3.663309,692452
2/22/1971,15.690727,15.82218,15.607075,15.798279,3.688417,548104
2/23/1971,15.798279,16.037285,15.762428,16.025335,3.741429,382836
2/24/1971,16.061186,16.228489,16.061186,16.168737,3.774912,485344
2/25/1971,16.168737,16.192638,15.965583,15.965583,3.727477,504172
2/26/1971,15.965583,16.085087,15.869981,16.085087,3.755378,564840
3/1/1971,16.085087,16.216539,16.001434,16.20459,3.783281,474884
3/2/1971,16.180689,16.180689,16.061186,16.156788,3.772119,447688
3/3/1971,16.156788,16.168737,16.061186,16.120937,3.763746,380744
3/4/1971,16.168737,16.383842,16.168737,16.28824,3.80281,600404
3/5/1971,16.312141,16.515297,16.312141,16.515297,3.855818,692452
3/8/1971,16.515297,16.658701,16.407743,16.658701,3.889302,648520
3/9/1971,16.658701,16.766253,16.634798,16.6826,3.894879,790776
3/10/1971,16.6826,16.742352,16.67065,16.67065,3.892089,399572
3/11/1971,16.67065,16.706501,16.563099,16.622849,3.880929,801236
3/12/1971,16.622849,16.921606,16.610899,16.921606,3.95068,681992
3/15/1971,16.921606,17.435469,16.873804,17.375717,4.056701,700820
3/16/1971,17.363768,17.363768,17.220364,17.327915,4.045541,910020
3/17/1971,17.327915,17.399618,17.160612,17.375717,4.056701,610864
3/18/1971,17.375717,17.483271,17.232313,17.256214,4.028799,508356
3/19/1971,17.256214,17.315966,17.11281,17.238289,4.024618,744752
3/22/1971,17.238289,17.292065,17.136711,17.136711,4.000902,531368
3/23/1971,17.136711,17.184511,16.981358,17.005259,3.970212,594128
3/24/1971,17.005259,17.06501,16.921606,16.969406,3.961843,483252
3/25/1971,16.969406,17.02916,16.778202,17.017208,3.973001,529276
3/26/1971,17.02916,17.160612,17.02916,17.11281,3.99532,387020
3/29/1971,17.11281,17.208412,17.041109,17.041109,3.978581,328444
3/30/1971,17.041109,17.124762,17.02916,17.06501,3.984158,286604
3/31/1971,17.06501,17.196463,17.017208,17.088909,3.98974,305432
4/1/1971,17.088909,17.11281,16.933556,17.017208,3.973001,326352
4/2/1971,17.017208,17.160612,16.981358,17.11281,3.99532,286604
4/5/1971,17.11281,17.244265,17.041109,17.244265,4.026011,441412
4/6/1971,17.244265,17.339867,17.160612,17.26219,4.030195,843076
4/7/1971,17.26219,17.399618,17.208412,17.256214,4.028799,673624
4/8/1971,17.256214,17.304014,17.017208,17.053059,3.981375,813788
4/12/1971,17.053059,17.232313,17.041109,17.06501,3.984158,504172
4/13/1971,17.06501,17.268164,17.06501,17.11281,3.99532,853536
4/14/1971,17.11281,17.172562,17.041109,17.148663,4.003691,525092
4/15/1971,17.148663,17.148663,17.02916,17.02916,3.975789,907928
4/16/1971,16.909657,16.909657,16.826004,16.826004,3.92836,5004064
4/19/1971,16.873804,16.981358,16.873804,16.921606,3.95068,424676
4/20/1971,16.921606,17.017208,16.921606,17.017208,3.973001,646428
4/21/1971,17.005259,17.005259,16.837954,16.873804,3.93952,581576
4/22/1971,16.849903,16.849903,16.6826,16.826004,3.92836,1163152
4/23/1971,16.826004,17.053059,16.790154,16.969406,3.961843,654796
4/26/1971,16.969406,17.11281,16.945507,17.017208,3.973001,562748
4/27/1971,17.017208,17.136711,16.993307,17.11281,3.99532,395388
4/28/1971,17.148663,17.268164,17.148663,17.268164,4.03159,552288
4/29/1971,17.268164,17.304014,17.256214,17.304014,4.039959,782408
4/30/1971,17.268164,17.268164,17.041109,17.100861,3.99253,399572
5/3/1971,16.969406,16.969406,16.742352,16.885756,3.942311,658980
5/4/1971,16.885756,16.993307,16.861855,16.897705,3.9451,359824
5/5/1971,16.873804,16.873804,16.6826,16.873804,3.93952,767764
5/6/1971,16.873804,16.957457,16.814054,16.814054,3.925571,533460
5/7/1971,16.706501,16.706501,16.515297,16.586998,3.886924,861904
5/10/1971,16.586998,16.586998,16.455545,16.479446,3.86172,740568
5/11/1971,16.479446,16.503345,16.359943,16.359943,3.833716,838892
5/12/1971,16.359943,16.467495,16.347992,16.371893,3.836518,627600
5/13/1971,16.371893,16.431644,16.192638,16.264339,3.811314,648520
5/14/1971,16.20459,16.20459,15.977533,16.037285,3.758109,721740
5/17/1971,16.037285,16.467495,15.83413,15.965583,3.741306,719648
5/18/1971,15.965583,16.228489,15.941683,16.156788,3.786112,483252
5/19/1971,16.156788,16.353968,16.156788,16.347992,3.830918,458148
5/20/1971,16.347992,16.718451,16.347992,16.634798,3.898127,705004
5/21/1971,16.610899,16.610899,16.419695,16.443596,3.853321,422584
5/24/1971,16.395794,16.395794,16.300192,16.300192,3.819716,313800
5/25/1971,16.25239,16.25239,16.073135,16.108988,3.774912,765672
5/26/1971,16.108988,16.24044,16.085087,16.120937,3.777709,562748
5/27/1971,16.120937,16.156788,15.965583,15.965583,3.741306,560656
5/28/1971,15.917782,15.917782,15.535373,15.630975,3.662893,1698704
6/1/1971,15.654876,15.84608,15.654876,15.714627,3.682495,761488
6/2/1971,15.714627,15.726577,15.571224,15.607075,3.657294,824248
6/3/1971,15.607075,15.666826,15.332218,15.356119,3.598485,2638012
6/4/1971,15.40392,15.726577,15.40392,15.499522,3.632091,933032
6/7/1971,15.475621,15.475621,15.152964,15.188815,3.559279,1052276
6/8/1971,15.188815,15.272467,14.878107,14.937859,3.500474,1221728
6/9/1971,14.937859,15.224665,14.722753,15.212715,3.564882,2548056
6/10/1971,15.236616,15.391969,15.236616,15.368069,3.601285,1232188
6/11/1971,15.463671,15.571224,15.463671,15.511472,3.634889,629692
6/14/1971,15.463671,15.463671,15.200765,15.230641,3.569082,953952
6/15/1971,15.230641,15.41587,15.188815,15.368069,3.601285,738476
6/16/1971,15.368069,15.535373,15.344168,15.463671,3.62369,560656
6/17/1971,15.463671,15.475621,15.344168,15.344168,3.595685,541828
6/18/1971,15.302342,15.302342,15.057361,15.081262,3.534077,1196624
6/21/1971,15.081262,15.141013,14.943834,15.00956,3.517275,1098300
6/22/1971,15.00956,15.176864,14.973709,15.045411,3.525677,907928
6/23/1971,15.045411,15.117113,15.021511,15.069312,3.531278,719648
6/24/1971,15.069312,15.093212,14.937859,14.961759,3.506073,763580
6/25/1971,14.913958,14.913958,14.818356,14.878107,3.48647,788684
6/28/1971,14.878107,14.937859,14.842256,14.902008,3.49207,525092
6/29/1971,14.907983,15.021511,14.907983,15.00956,3.517275,792868
6/30/1971,15.081262,15.176864,15.081262,15.152964,3.550879,711280
7/1/1971,15.152964,15.224665,15.141013,15.188815,3.559279,495804
7/2/1971,15.188815,15.260516,15.141013,15.248566,3.573282,489528
7/6/1971,15.176864,15.176864,15.057361,15.129063,3.545278,506264
7/7/1971,15.129063,15.164914,14.818356,14.890057,3.489272,612956
7/8/1971,14.890057,14.98566,14.854207,14.878107,3.48647,949768
7/9/1971,14.878107,15.129063,14.878107,15.105163,3.539677,778224
7/12/1971,15.105163,15.105163,15.033461,15.057361,3.528478,658980
7/13/1971,15.033461,15.033461,14.400096,14.435946,3.382857,2608724
7/14/1971,14.388145,14.388145,14.101338,14.340344,3.360453,4102412
7/15/1971,14.340344,14.435946,14.220841,14.244742,3.33805,1464400
7/16/1971,14.244742,14.412046,14.029637,14.077438,3.298845,1845144
7/19/1971,14.077438,14.18499,14.005736,14.17304,3.321249,1125496
7/20/1971,14.268642,14.429971,14.268642,14.292543,3.349251,1002068
7/21/1971,14.316444,14.423996,14.316444,14.423996,3.380057,696636
7/22/1971,14.423996,14.423996,14.268642,14.316444,3.354853,665256
7/23/1971,14.316444,14.316444,14.18499,14.244742,3.33805,612956
7/26/1971,14.244742,14.316444,14.14914,14.18499,3.324048,684084
7/27/1971,14.14914,14.14914,13.922084,13.993786,3.279243,698728
7/28/1971,13.993786,14.388145,13.969885,14.316444,3.354853,1604564
7/29/1971,14.316444,14.334369,14.029637,14.18499,3.324048,876548
7/30/1971,14.18499,14.232792,13.874283,13.922084,3.26244,976964
8/2/1971,13.993786,14.14914,13.993786,14.041587,3.290443,650612
8/3/1971,14.041587,14.089388,13.814532,13.862333,3.24844,1022988
8/4/1971,13.862333,13.993786,13.647228,13.718929,3.214834,1177796
8/5/1971,13.718929,13.802581,13.647228,13.718929,3.214834,851444
8/6/1971,13.718929,13.75478,13.623327,13.647228,3.212583,583668
8/9/1971,13.647228,13.659178,13.551625,13.575526,3.195705,573208
8/10/1971,13.575526,13.718929,13.539675,13.671128,3.218209,491620
8/11/1971,13.695029,13.934034,13.695029,13.922084,3.277285,794960
8/12/1971,14.053537,14.220841,14.053537,14.18499,3.339173,897468
8/13/1971,14.17304,14.17304,14.053537,14.101338,3.319484,407940
8/16/1971,14.98566,15.296367,14.98566,15.00956,3.533279,2152668
8/17/1971,15.00956,15.200765,15.00956,15.093212,3.552971,1759372
8/18/1971,15.057361,15.057361,14.794455,14.830306,3.491081,1177796
8/19/1971,14.818356,14.818356,14.651052,14.674952,3.454512,872364
8/20/1971,14.674952,14.818356,14.60325,14.770554,3.477017,449780
8/23/1971,14.878107,15.045411,14.878107,15.045411,3.541719,606680
8/24/1971,15.057361,15.242591,15.057361,15.212715,3.581103,709188
8/25/1971,15.212715,15.21869,14.973709,15.045411,3.541719,527184
8/26/1971,15.045411,15.057361,14.830306,15.00956,3.533279,435136
8/27/1971,15.00956,15.176864,14.98566,15.081262,3.550158,470700
8/30/1971,15.081262,15.141013,14.818356,14.824331,3.489675,479068
8/31/1971,14.698853,14.698853,14.412046,14.531549,3.420755,725924
9/1/1971,14.531549,14.615201,14.388145,14.412046,3.392625,681992
9/2/1971,14.412046,14.423996,14.292543,14.316444,3.370118,606680
9/3/1971,14.328394,14.722753,14.328394,14.710803,3.462952,702912
9/7/1971,14.818356,14.961759,14.818356,14.818356,3.48827,788684
9/8/1971,14.818356,14.902008,14.782505,14.842256,3.493896,439320
9/9/1971,14.842256,14.854207,14.639101,14.645076,3.447478,520908
9/10/1971,14.615201,14.615201,14.459847,14.5913,3.434821,393296
9/13/1971,14.531549,14.531549,14.340344,14.340344,3.375744,604588
9/14/1971,14.340344,14.352294,14.292543,14.328394,3.372932,531368
9/15/1971,14.328394,14.519598,14.328394,14.483748,3.409504,437228
9/16/1971,14.459847,14.459847,14.328394,14.388145,3.386999,970688
9/17/1971,14.388145,14.471797,14.340344,14.376195,3.384183,744752
9/20/1971,14.447897,14.555449,14.447897,14.531549,3.420755,663164
9/21/1971,14.531549,14.651052,14.495698,14.60325,3.437634,535552
9/22/1971,14.627151,14.758604,14.627151,14.710803,3.462952,893284
9/23/1971,14.710803,14.758604,14.57935,14.57935,3.432007,742660
9/24/1971,14.57935,14.794455,14.555449,14.5674,3.429192,799144
9/27/1971,14.555449,14.555449,14.388145,14.525574,3.419347,721740
9/28/1971,14.525574,14.651052,14.507648,14.543499,3.423567,587852
9/29/1971,14.543499,14.543499,14.447897,14.471797,3.406688,466516
9/30/1971,14.471797,14.636114,14.459847,14.519598,3.417942,581576
10/1/1971,14.543499,14.627151,14.543499,14.627151,3.443259,705004
10/4/1971,14.627151,14.722753,14.627151,14.651052,3.448887,661072
10/5/1971,14.651052,14.710803,14.5913,14.710803,3.462952,903744
10/6/1971,14.710803,14.770554,14.615201,14.770554,3.477017,1037632
10/7/1971,14.770554,14.937859,14.722753,14.746654,3.47139,1173612
10/8/1971,14.746654,14.782505,14.531549,14.5674,3.429192,840984
10/11/1971,14.5674,14.627151,14.507648,14.615201,3.440447,299156
10/12/1971,14.615201,15.069312,14.57935,15.063337,3.54594,1525068
10/13/1971,14.991635,14.991635,14.746654,14.782505,3.479832,843076
10/14/1971,14.782505,14.794455,14.674952,14.710803,3.462952,525092
10/15/1971,14.710803,14.782505,14.663002,14.758604,3.474201,481160
10/18/1971,14.758604,14.782505,14.5913,14.770554,3.477017,608772
10/19/1971,14.639101,14.782505,14.5913,14.770554,3.477017,608772
10/20/1971,14.746654,14.746654,14.57935,14.57935,3.432007,748936
10/21/1971,14.57935,14.615201,14.388145,14.531549,3.420755,669440
10/22/1971,14.531549,14.722753,14.388145,14.418021,3.394032,571116
10/25/1971,14.418021,14.495698,14.412046,14.435946,3.398249,336812
10/26/1971,14.435946,14.5674,14.292543,14.292543,3.364491,696636
10/27/1971,14.292543,14.364245,14.16109,14.196941,3.341988,679900
10/28/1971,14.196941,14.388145,14.137189,14.256692,3.35605,690360
10/29/1971,14.256692,14.388145,14.125239,14.364245,3.381371,847260
11/1/1971,14.340344,14.340344,13.898184,13.97586,3.289944,504172
11/2/1971,13.97586,14.137189,13.862333,14.125239,3.325107,828432
11/3/1971,14.220841,14.507648,14.220841,14.483748,3.409504,916296
11/4/1971,14.483748,14.651052,14.352294,14.352294,3.378558,1022988
11/5/1971,14.340344,14.340344,14.17304,14.340344,3.390422,604588
11/8/1971,14.340344,14.340344,14.220841,14.304493,3.381947,343088
11/9/1971,14.304493,14.435946,14.292543,14.292543,3.379121,468608
11/10/1971,14.292543,14.328394,14.18499,14.208891,3.359346,435136
11/11/1971,14.14914,14.14914,13.778681,13.969885,3.30284,1188256
11/12/1971,13.969885,14.17304,13.790631,14.065488,3.325442,728016
11/15/1971,14.065488,14.101338,14.035612,14.065488,3.325442,433044
11/16/1971,14.065488,14.435946,14.041587,14.435946,3.413025,933032
11/17/1971,14.423996,14.423996,14.256692,14.388145,3.401726,941400
11/18/1971,14.388145,14.388145,14.053537,14.089388,3.331092,583668
11/19/1971,14.089388,14.137189,14.029637,14.029637,3.316965,368192
11/22/1971,14.029637,14.113289,13.945985,13.945985,3.297186,451872
11/23/1971,13.945985,14.017686,13.862333,13.886233,3.28306,633876
11/24/1971,13.886233,14.053537,13.874283,13.945985,3.297186,474884
11/26/1971,13.945985,14.280593,13.934034,14.280593,3.376297,338904
11/29/1971,14.304493,14.459847,14.304493,14.447897,3.415853,1027172
11/30/1971,14.447897,14.60325,14.352294,14.60325,3.45258,742660
12/1/1971,14.651052,14.818356,14.651052,14.806405,3.500613,1322144
12/2/1971,14.806405,14.913958,14.734704,14.794455,3.497788,903744
12/3/1971,14.794455,15.368069,14.794455,15.344168,3.627753,1426744
12/6/1971,15.332218,15.332218,14.973709,14.973709,3.540169,1020896
12/7/1971,14.973709,15.164914,14.866157,15.152964,3.582549,751028
12/8/1971,15.152964,15.164914,14.98566,14.98566,3.542994,696636
12/9/1971,14.98566,15.224665,14.913958,15.176864,3.588199,529276
12/10/1971,15.188815,15.523423,15.188815,15.511472,3.667308,1198716
12/13/1971,15.511472,15.678776,15.499522,15.499522,3.664483,851444
12/14/1971,15.499522,15.547323,15.296367,15.296367,3.616452,633876
12/15/1971,15.296367,15.678776,15.224665,15.63695,3.696972,721740
12/16/1971,15.977533,16.24044,15.977533,16.20459,3.831181,1481136
12/17/1971,16.20459,16.24044,15.977533,16.20459,3.831181,924664
12/20/1971,16.300192,16.658701,16.300192,16.324093,3.859434,1502056
12/21/1971,16.324093,16.586998,16.156788,16.539198,3.91029,855628
12/22/1971,16.491396,16.491396,16.312141,16.312141,3.85661,556472
12/23/1971,16.24044,16.24044,16.013384,16.061186,3.797274,755212
12/27/1971,16.061186,16.085087,15.941683,15.941683,3.769022,458148
12/28/1971,15.941683,16.24044,15.798279,16.216539,3.834003,602496
12/29/1971,16.216539,16.25239,16.097036,16.108988,3.80858,372376
12/30/1971,16.108988,16.120937,16.013384,16.013384,3.785973,271960
12/31/1971,16.013384,16.156788,15.965583,16.085087,3.802924,401664
1/3/1972,16.085087,16.180689,15.917782,15.917782,3.76337,569024
1/4/1972,15.917782,16.25239,15.858031,16.25239,3.842481,579484
1/5/1972,16.25239,16.419695,16.216539,16.300192,3.853783,514632
1/6/1972,16.300192,16.324093,16.192638,16.300192,3.853783,604588
1/7/1972,16.300192,16.383842,16.085087,16.192638,3.828354,566932
1/10/1972,16.192638,16.24044,16.097036,16.156788,3.819878,483252
1/11/1972,16.168737,16.312141,16.168737,16.300192,3.853783,569024
1/12/1972,16.347992,16.610899,16.347992,16.359943,3.867906,991608
1/13/1972,16.312141,16.312141,16.20459,16.300192,3.853783,939308
1/14/1972,16.371893,16.730402,16.371893,16.730402,3.955494,1474860
1/17/1972,16.730402,16.766253,16.586998,16.706501,3.949844,972780
